uid,sid,rating,timestamp
0,0,3,881250949
1,1,3,891717742
2,2,1,878887116
3,3,2,880606923
4,4,1,886397596
5,5,3,886324817
6,6,3,883603013
7,7,5,879781125
8,8,5,876042340
9,9,3,888104457
10,10,4,886176814
11,11,4,877881320
12,12,2,874833878
13,13,2,879196566
14,14,5,892430094
15,15,2,883748450
16,16,4,875747401
17,17,4,879539727
18,18,4,880731963
19,19,3,884238860
20,20,4,886890835
21,21,1,878962623
22,22,1,874791932
23,23,4,891350932
24,24,4,877888877
25,25,4,885329322
26,26,5,884921594
27,27,5,879741196
28,28,5,879641194
29,29,3,882823437
30,30,4,886271884
31,31,4,890618898
32,32,5,888205088
33,33,4,879877127
18,34,5,880474293
34,35,5,881107687
35,36,4,881103977
36,37,3,881171009
37,38,4,884112673
26,39,4,884920949
38,40,5,879024232
39,41,1,892738341
40,42,5,883326620
41,25,5,883698581
42,20,4,891550094
43,43,3,879987440
44,44,1,890251826
26,45,3,884923047
45,46,2,887249482
29,47,4,882823954
46,48,3,888906576
17,49,5,879539643
11,50,3,878192429
17,51,5,879540748
22,52,3,874791025
47,53,5,878971773
34,54,3,881108684
48,55,4,891903862
13,56,4,888954412
49,57,4,879361873
10,58,5,874781198
50,59,4,879373848
50,60,3,879375537
51,61,4,879857765
52,62,3,883709863
7,63,4,877531942
46,64,3,888905170
53,11,4,880234639
4,65,5,886397722
54,66,5,885848672
55,12,4,875320714
56,59,3,884207492
34,67,5,881107178
57,68,5,884288058
58,69,4,886987260
59,70,4,891384754
54,4,4,885844430
60,71,3,881375854
61,72,4,879376641
62,73,3,879966895
63,74,4,884182806
64,75,5,878347874
65,76,5,886122352
66,75,5,880037702
67,77,5,883815120
68,78,3,890687042
69,79,3,878769629
53,80,3,880245029
7,81,5,877533771
3,82,4,880605185
23,83,4,891352010
70,84,1,886434402
33,20,4,879876734
69,85,2,884714402
71,86,2,882139746
3,87,2,880605157
13,88,2,888954930
72,89,2,883955745
11,90,4,889502823
41,91,3,883698454
73,92,4,891449922
11,55,3,877878184
74,93,4,879525876
75,79,4,876860807
76,94,3,885678247
24,95,4,877886846
77,96,4,874724988
78,42,3,879456350
79,72,3,891387947
80,97,2,888067405
34,98,3,881108425
81,99,2,879371261
82,96,4,876973939
83,100,4,885412840
84,101,4,875744136
5,96,2,886324028
64,62,4,883612356
60,102,1,875298353
85,93,5,887401701
86,103,4,886472768
63,104,3,884183336
60,105,1,892174404
87,106,3,880130193
84,107,2,875542174
76,108,4,885680138
71,109,4,881515011
23,110,4,891353086
10,65,4,876923913
22,31,3,874786392
88,81,4,875801662
14,65,4,892428688
75,111,3,876857977
46,112,3,888906966
89,113,2,891385985
88,114,4,875216545
90,115,4,882164999
66,116,4,880036718
91,117,3,892910207
71,118,4,882140926
92,119,2,879455957
93,120,2,884386343
94,121,5,888549622
30,122,2,886272175
9,40,3,888104153
21,123,4,878962392
5,124,4,886323648
95,125,3,882922806
96,126,5,891170769
97,127,2,892838559
19,128,5,884238860
98,129,4,884304936
99,130,4,887665548
59,131,4,891383319
100,132,5,879455113
97,133,4,879454628
58,134,1,886987605
11,89,4,877877775
101,135,5,879524921
73,136,4,891446165
6,89,5,883599249
102,137,5,879467542
103,138,1,877727122
74,139,2,879541148
104,99,2,891438397
105,140,4,877819599
7,141,4,877531791
106,65,1,891632142
29,142,4,882826555
102,143,2,879484804
50,144,4,879374686
93,145,3,876018608
44,146,4,875653271
107,147,4,882078040
108,148,5,882157581
109,149,3,884150257
110,26,3,881961671
60,150,4,875307407
111,151,4,878089716
11,152,3,889502324
74,52,3,879525876
102,82,3,879485532
10,49,5,874775038
112,153,5,879966498
84,113,2,875742942
84,154,2,875744173
113,155,4,883601089
114,126,5,879394264
99,156,4,880308578
115,157,3,891542540
116,120,2,881368243
84,158,1,875744501
117,159,5,879283786
118,160,3,892334609
99,161,4,880308755
21,162,2,878961624
119,163,4,875240090
23,60,4,891352093
21,164,1,878961814
37,165,1,884140579
73,166,3,891450023
32,167,3,888205855
7,34,4,889651549
120,67,1,889124507
121,168,5,875936424
35,169,5,881104093
122,109,4,875155140
123,170,1,889452455
124,171,5,877488546
125,42,3,879873020
10,8,5,874775311
126,172,4,880134407
67,12,4,877563802
127,31,2,879436875
60,173,3,875308843
107,108,5,882076403
71,174,3,881515193
128,49,5,875270570
129,175,4,874786462
37,176,4,884114505
130,177,5,884197193
34,13,3,881105817
131,164,3,891964230
107,178,3,882078830
13,79,3,879197562
132,179,4,879138713
127,180,2,879436785
3,181,3,880606667
67,182,4,878183616
71,183,5,882140588
133,115,4,876956264
128,43,2,875270655
134,184,5,879465631
135,185,5,887646170
136,153,3,889909840
62,186,4,879967478
21,187,1,878961781
137,188,4,878542699
137,189,4,875072547
138,168,3,880937813
139,190,4,891725009
62,191,4,879967767
129,99,2,874784266
107,192,3,882077222
107,193,3,882075672
140,194,1,892440172
69,195,3,878769848
124,196,3,877488316
141,197,4,887739521
102,198,5,879467959
142,199,3,890588547
143,200,2,891435680
86,201,4,887347350
22,154,4,874792436
144,202,1,888442575
16,203,3,875747514
47,204,4,878970785
71,205,5,881515011
145,206,3,885775745
7,49,2,875806800
59,207,4,891384424
87,40,4,880129731
44,50,3,875656201
141,208,4,887739292
146,1,4,891560253
32,209,3,888206409
103,210,5,877726146
147,211,3,892302309
122,212,3,876197678
67,68,3,878182109
33,213,3,879876917
93,155,4,877879172
100,214,2,879454663
148,215,4,880130397
11,216,3,889503806
80,217,2,888068912
139,218,3,891722802
24,219,3,877888677
149,220,3,880433418
72,99,3,875975110
150,221,5,874951695
151,67,5,891409839
71,222,2,888073635
74,223,3,879527264
141,224,4,887740700
141,225,4,887737036
73,226,5,891447773
139,78,4,891721889
84,227,3,875310824
100,228,5,879455254
79,229,3,891390477
130,37,5,884196921
152,230,3,891732334
144,96,2,888465972
14,231,1,892434626
73,232,1,891456255
23,233,4,891353444
95,234,3,882922661
15,235,3,888801465
29,236,4,882827532
153,237,3,890116671
90,238,5,882165296
154,239,5,891299752
3,240,3,880605697
60,241,4,875314001
72,82,4,883956189
86,242,2,886474216
155,243,3,880579371
119,244,3,875239422
